id,frame,execution_id,mixr_type,asa_type,asa_custom_type,payload,sim_time,utc_time,execution_uuid,batch_id,experiment
135107510,7974,139828,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:03.72-03:00,1970-01-01T16:26:41.180312-03:00,ed951339-9d74-4f6f-879b-148f64ccf754,2610,8
135107511,9162,139828,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 2, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 14, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:44.32-03:00,1970-01-01T16:27:21.780312-03:00,ed951339-9d74-4f6f-879b-148f64ccf754,2610,8
135107512,0,139833,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107513,0,139833,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107514,68,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.581919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107515,68,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.581919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107516,4996,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.581919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107517,4996,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.581919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107518,5571,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 16, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:04:32.82-03:00,1970-01-01T16:25:10.281919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107519,7508,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:05:41.22-03:00,1970-01-01T16:26:18.681919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107520,7975,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:03.72-03:00,1970-01-01T16:26:41.181919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107521,9132,139833,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 2, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 14, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:43.42-03:00,1970-01-01T16:27:20.881919-03:00,95691d42-6e3e-444e-ab6d-2dfab0f748d8,2610,13
135107522,0,139822,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107523,0,139822,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107524,68,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.630522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107525,68,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.630522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107526,4996,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.630522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107527,4996,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.630522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107528,5572,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 16, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:04:32.82-03:00,1970-01-01T16:25:10.330522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107529,7498,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:05:40.92-03:00,1970-01-01T16:26:18.430522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107530,8179,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:13.82-03:00,1970-01-01T16:26:51.330522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107531,9216,139822,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 2, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 14, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:51.42-03:00,1970-01-01T16:27:28.930522-03:00,19404869-1511-4a7c-91b3-237ec973fa50,2610,2
135107532,0,139829,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107533,0,139829,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107534,68,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.582458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107535,68,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.582458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107536,4995,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.582458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107537,4995,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.582458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107538,5568,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 16, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:04:32.82-03:00,1970-01-01T16:25:10.282458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107539,7483,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:05:40.62-03:00,1970-01-01T16:26:18.082458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107540,8171,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 1, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 15, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:13.82-03:00,1970-01-01T16:26:51.282458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107541,9266,139829,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 2, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 0, 'bmb_remaining': 0, 'sam_remaining': 14, 'building_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:50.62-03:00,1970-01-01T16:27:28.082458-03:00,3291ed98-dc4a-412f-a662-a0475a1a943a,2610,9
135107542,0,139839,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
135107543,0,139839,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T16:20:37-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
135107544,68,139839,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.627239-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
135107545,68,139839,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:05.12-03:00,1970-01-01T16:20:42.627239-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
135107546,4996,139839,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.627239-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
135107547,4996,139839,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:05.12-03:00,1970-01-01T16:24:42.627239-03:00,2b52a2ed-a86c-4899-91e9-29d8944f75c9,2610,19
