id,frame,execution_id,mixr_type,asa_type,asa_custom_type,payload,sim_time,utc_time,execution_uuid,batch_id,experiment
135117426,3,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117427,3,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117428,305,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117429,305,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117430,7222,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117431,7222,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.50119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117432,10056,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:05:34.02-03:00,1970-01-01T09:13:59.40119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117433,11891,140092,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 1, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 79, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:06:17.92-03:00,1970-01-01T09:14:43.30119-03:00,a0a694c6-be1e-4f41-9696-1cb122965179,2613,17
135117434,0,140085,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117435,0,140085,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117436,3,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117437,3,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117438,305,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117439,305,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117440,7221,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117441,7221,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.513201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117442,9808,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:05:25.72-03:00,1970-01-01T09:13:51.113201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117443,11784,140085,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 1, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 79, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:06:12.92-03:00,1970-01-01T09:14:38.313201-03:00,bbd616b6-60e8-445c-b2c4-0269460711cf,2613,10
135117444,0,140084,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117445,0,140084,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117446,3,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117447,3,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117448,305,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117449,305,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117450,7223,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117451,7223,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:04:00.12-03:00,1970-01-01T09:12:25.488171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117452,9921,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:05:29.42-03:00,1970-01-01T09:13:54.788171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117453,11678,140084,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 1, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 79, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:06:19.32-03:00,1970-01-01T09:14:44.688171-03:00,4d6c1f30-9837-413a-9e31-44276e0b123c,2613,9
135117454,0,140088,1,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,02bf1f74-50ba-4f4c-bf81-451365238b9d,2613,13
135117455,0,140088,3,0,,{},1970-01-01T09:00:00-03:00,1970-01-01T09:08:25-03:00,02bf1f74-50ba-4f4c-bf81-451365238b9d,2613,13
135117456,3,140088,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.529921-03:00,02bf1f74-50ba-4f4c-bf81-451365238b9d,2613,13
135117457,3,140088,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'blue', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 0, 'sam_remaining': 8, 'building_damage': 0.0, 'air_vehicle_damage': 0.0, 'gnd_vehicle_damage': 0.0}",1970-01-01T09:00:00.12-03:00,1970-01-01T09:08:25.529921-03:00,02bf1f74-50ba-4f4c-bf81-451365238b9d,2613,13
135117458,305,140088,1000,1000,asa::models::AsaTeamMetricsState,"{'side': 'red', 'aam_hit': 0, 'sam_hit': 0, 'aam_frat': 0, 'aam_lost': 0, 'sam_frat': 0, 'sam_lost': 0, 'acft_killed': 0, 'acft_damaged': 0, 'bmb_released': 0, 'aam_remaining': 80, 'acft_standing': 4, 'bmb_remaining': 10, 'sam_remaining': 0, 'building_damage': 0.0, 'air_vehicle_damage': 0.0}",1970-01-01T09:00:10.12-03:00,1970-01-01T09:08:35.529921-03:00,02bf1f74-50ba-4f4c-bf81-451365238b9d,2613,13
